X,Y,OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate
-88.2555311175172,40.0837146786208,694,Aluminum,Davit,Cobra,HPS,250,SL038,1244411.6981,1005999.499,4,,1252,No,,Natural,,GE,No,,AERIAL,,
-88.2560184118279,40.0837090742258,695,Aluminum,Davit,Cobra,HPS,250,SL038,1244409.5377,1005885.383,4,,1253,No,,Natural,,GE,No,,AERIAL,,
-88.2564485834891,40.0837163268959,696,Aluminum,Davit,Cobra,HPS,250,SL038,1244412.075375,1005765.013,4,,1254,No,,Natural,,GE,No,,AERIAL,,
-88.2568923547749,40.0837260123383,697,Aluminum,Davit,Cobra,HPS,250,SL038,1244415.4968,1005640.837,4,,1255,No,,Natural,,GE,No,,AERIAL,,
-88.2546939292923,40.0837133108662,698,Aluminum,Davit,Cobra,HPS,250,SL038,1244411.40605,1006255.99,4,,1256,No,,Natural,,GE,No,,AERIAL,,
-88.2543263180262,40.0837122123398,699,Aluminum,Davit,Cobra,HPS,250,SL038,1244411.0968,1006358.853,4,,1257,No,,Natural,,GE,No,,AERIAL,,
-88.2539092482577,40.0836918007761,700,Aluminum,Davit,Cobra,HPS,250,SL038,1244403.765225,1006476.951,4,,1258,No,,Natural,,GE,No,,AERIAL,,
-88.2534295106884,40.0837044408306,701,Aluminum,Davit,Cobra,HPS,250,SL038,1244408.4899,1006609.332,4,,1259,No,,Natural,,GE,No,,AERIAL,,
-88.2531090026467,40.0837013048777,702,Aluminum,Davit,Cobra,HPS,250,SL038,1244407.42812499,1006699.478,4,,1260,No,,Natural,,GE,No,,AERIAL,,
-88.2526797329166,40.0836991740219,703,Aluminum,Davit,Cobra,HPS,250,SL038,1244406.76055,1006819.594,4,,1261,No,,Natural,,GE,No,,AERIAL,,
-88.2505534542053,40.1202450063867,704,Cast Iron,Other,Globe,IND,55,SL029,1257723.890425,1007403.262,7,,1262,No,,Green,,QL,Yes,,AERIAL,,
-88.2511214862474,40.120245531672,705,Cast Iron,Other,Globe,IND,55,SL029,1257719.95865,1007245.044,7,,1263,No,,Green,,QL,Yes,,AERIAL,,
-88.2516812020208,40.1202450188958,706,Cast Iron,Other,Globe,IND,55,SL029,1257720.582575,1007088.512,7,,1264,No,,Green,,QL,Yes,,AERIAL,,
-88.2521967747562,40.1202457820055,707,Cast Iron,Other,Globe,IND,55,SL029,1257717.3431,1006932.346,7,,1265,No,,Green,,QL,Yes,,AERIAL,,
-88.2527836804845,40.1202450740014,708,Cast Iron,Other,Globe,IND,55,SL029,1257734.0366,1006779.841,7,,1266,No,,Green,,QL,Yes,,AERIAL,,
-88.2432146607477,40.1148120194081,709,Aluminum,Pipe Arm,Cobra,HPS,250,SL034,1255743.94675,1009455.735,4,,1275,No,,Natural,,GE,No,,AERIAL,,
-88.2431794264764,40.1146154297897,710,Aluminum,Davit,Cobra,HPS,250,SL034,1255671.587175,1009466.496,4,,1276,No,,Natural,,GE,No,,AERIAL,,
-88.2432888487317,40.1146322025821,711,Aluminum,Pipe Arm,Cobra,HPS,250,SL034,1255677.666025,1009435.885,4,,1277,No,,Natural,,GE,No,,AERIAL,,
-88.2433625788132,40.114453296779,712,Aluminum,Pipe Arm,Cobra,HPS,250,SL034,1255612.4727,1009415.33,4,,1278,No,,Natural,,GE,No,,AERIAL,,
-88.2426071976878,40.1143727491876,713,Aluminum,Davit,Cobra,HPS,250,SL034,1255583.345225,1009626.6309,4,,1279,No,,Natural,,GE,No,,AERIAL,,
-88.2427176020973,40.1146071817234,714,Aluminum,Davit,Cobra,HPS,250,SL034,1255668.713725,1009595.665,4,,1280,No,,Natural,,GE,No,,AERIAL,,
-88.2522483270988,40.0836790914374,715,Aluminum,Davit,Cobra,HPS,250,SL038,1244406.846375,1006939.968,4,,1283,No,,Natural,,GE,No,,AERIAL,,
-88.2518233074266,40.0836783167306,716,Aluminum,Davit,Cobra,HPS,250,SL038,1244405.45725,1007057.939,4,,1284,No,,Natural,,GE,No,,AERIAL,,
-88.2513697336051,40.0834996891908,717,Aluminum,Davit,Cobra,HPS,250,SL038,1244334.4268,1007185.291,4,,1285,No,,Natural,,GE,No,,AERIAL,,
-88.2319434960615,40.1091658413265,718,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253691.670325,1012611.5417,3,,1305,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2314386551453,40.1091368484836,719,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253679.372775,1012752.524275,3,,1306,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2329578748737,40.1080289791674,720,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253275.310575,1012328.03935,3,,1307,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2321398135158,40.1080318842571,721,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253276.62819999,1012556.86155,3,,1309,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2312848459228,40.1080395730077,722,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253279.702575,1012796.00485,3,,1310,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2304989771833,40.1080388779551,723,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253279.702575,1013015.823475,3,,1311,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2317246916562,40.1079061330518,724,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253230.9516,1012673.029425,3,,1312,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2308555912672,40.1079150130739,725,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253234.4652,1012916.1255,3,,1313,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2319198697954,40.1075843962232,726,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253113.68575,1012618.568825,3,,1314,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2319144894531,40.106977950755,727,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252892.769125,1012620.325625,3,,1315,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2318919278715,40.1063112076926,728,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252649.89265,1012626.9136,3,,1316,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2317059694433,40.1067703962234,729,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252817.22705,1012678.739,3,,1317,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2309012647765,40.1067757161657,730,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252819.42309999,1012903.82795,3,,1318,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2304849729923,40.1069115849147,731,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252869.052475,1013020.215425,3,,1319,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2312873294998,40.1069026497846,732,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252865.538875,1012795.785275,3,,1320,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2321352137195,40.1068973648948,733,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252863.342825,1012558.6183,3,,1321,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2329485717748,40.1068811940428,734,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252857.1941,1012331.113725,3,,1322,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2320516418408,40.1055481724494,735,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1252371.8803,1012582.554625,3,,1324,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2346557204141,40.1060017652622,741,Aluminum,Other,Cobra,HPS,250,SL097,1252536.298225,1011853.9477,3,,1330,No,,Green,,GE,No,,AERIAL,,
-88.2344181376442,40.1059952717426,742,Aluminum,Other,Cobra,HPS,250,SL097,1252534.0065,1011920.4073,3,,1331,No,,Green,,GE,No,,AERIAL,,
-88.2385442249675,40.1164226207752,743,Cast Aluminum,Other,Globe,IND,85,SL048,1256330.36375,1010761.227425,1,,1332,Yes,,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18
-88.2383444821649,40.116423301016,744,Cast Aluminum,Other,Globe,IND,85,SL048,1256330.74067499,1010816.6051,1,,1333,Yes,,Black,Sternberg,QL,Yes,,AERIAL,,10/12/18
-88.2341887395805,40.1059950756132,745,Aluminum,Other,Cobra,HPS,250,SL097,1252534.0065,1011984.57515,3,,1334,No,,Green,,GE,No,,AERIAL,,
-88.250749628292,40.109055477309,751,Steel,Truss Arm,Cobra,HPS,100,SL035,1253648.19095,1007348.797,3,,1348,No,,Green,,GE,No,,AERIAL,,
-88.2450830820035,40.1156017188442,752,Aluminum,Pipe Arm,Cobra,HPS,250,SL028,1256030.342525,1008933.711,4,,1354,Yes,,Natural,,GE,No,,AERIAL,,
-88.2466346504561,40.1172051849731,753,Aluminum,Davit,Cobra,HPS,250,SL088,1256614.03332499,1008499.1944,1,,1355,Yes,,Black,,GE,No,,AERIAL,,
-88.2412800639636,40.1194172083617,755,Aluminum,Davit,Cobra,HPS,250,SL057,1257423.6448,1009989.236,,,1357,Yes,,Natural,,GE,No,,AERIAL,,
-88.2414472306225,40.1190141129211,756,Aluminum,Davit, , , ,SL057,1257275.982325,1009949.382,,,1358,Yes,,Natural,,GE,No,,AERIAL,,
-88.2416622999708,40.1185072744427,757,Aluminum,Davit,Cobra,HPS,250,SL057,1257093.82155,1009885.925,,,1359,Yes,,Natural,,GE,No,,AERIAL,,
-88.2518416960929,40.1090581340108,764,Steel,Truss Arm,Cobra,HPS,100,SL035,1253647.245175,1007046.53745,3,,1368,No,,Green,,GE,No,,AERIAL,,
-88.259104417907,40.1116633112448,766,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254592.060525,1005013.3797,3,,1370,No,,Natural,,GE,No,,AERIAL,,
-88.2535475222783,40.1090738162826,767,Steel,Truss Arm,Cobra,HPS,100,SL035,1253652.985525,1006569.5,3,,1383,No,,Green,,GE,No,,AERIAL,,
-88.2541219794263,40.1090784101847,768,Steel,Truss Arm,Cobra,HPS,100,SL035,1253651.624625,1006407.8019,3,,1384,No,,Green,,GE,No,,AERIAL,,
-88.2589176580301,40.1106799978797,769,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254233.89875,1005065.9159,3,,1385,No,,Natural,,GE,No,,AERIAL,,
-88.2589218477887,40.112443148836,770,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254876.18539999,1005064.207,3,,1386,No,,Natural,,GE,No,,AERIAL,,
-88.2602198382205,40.11162792727,771,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254578.91209999,1004701.407925,3,,1387,No,,Natural,,GE,No,,AERIAL,,
-88.262606282845,40.1119972279795,772,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254712.103975,1004032.911,3,,1388,No,,Natural,,GE,No,,AERIAL,,
-88.262606435904,40.1124926744723,773,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254895.5388,1004032.968,3,,1389,No,,Natural,,GE,No,,AERIAL,,
-88.2626687347336,40.1116996905849,774,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254603.936125,1004014.718,3,,1390,No,,Natural,,GE,No,,AERIAL,,
-88.2436658026998,40.1173486032074,775,Aluminum,Pipe Arm,Cobra,HPS,250,SL032,1256664.862175,1009328.2431,5,,1470,Yes,B,Natural,,GE,No,,AERIAL,,
-88.2452665786622,40.1175628434643,776,Aluminum,Pipe Arm,Cobra,HPS,250,SL088,1256744.455725,1008885.037825,4,,1472,No,,Natural,,GE,No,,AERIAL,,
-88.2453217691569,40.1173297282512,777,Aluminum,Pipe Arm,Cobra,HPS,250,SL088,1256659.832725,1008870.250625,4,,1473,Yes,,Natural,,GE,No,,AERIAL,,
-88.245797188061,40.1173711561036,778,Aluminum,Davit,Cobra,HPS,100,SL088,1256674.7236,1008733.3533,1,,1474,Yes,,Black,,GE,No,,AERIAL,,
-88.2375965418784,40.1114860672775,779,Cast Aluminum,Combo,Other,LED,,SL086,1254533.2421,1011029.184,8,,1475,No,,Black,Sternberg,GE,Yes,LED on top,AERIAL,,
-88.2381079669616,40.1113770125056,780,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254493.3614,1010886.18,3,,1477,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2371976732176,40.1114004864387,781,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254502.1866,1011140.781,3,,1478,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2459920475975,40.1173797033342,782,Aluminum,Davit,Cobra,HPS,100,SL088,1256677.78354999,1008678.8528,1,,1482,Yes,,Black,,GE,No,,AERIAL,,
-88.2466345371439,40.1173803121478,783,Aluminum,Davit,Cobra,HPS,100,SL088,1256677.829525,1008499.163875,1,,1484,Yes,,Black,,GE,No,,AERIAL,,
-88.2455976035955,40.1173715760828,784,Aluminum,Davit,Cobra,HPS,100,SL088,1256674.93155,1008789.172175,1,,1486,Yes,,Black,,GE,No,,AERIAL,,
-88.2452985405867,40.1173700144266,785,Aluminum,Davit,Cobra,HPS,100,SL088,1256674.445425,1008872.81345,1,,1487,Yes,,Black,,GE,No,,AERIAL,,
-88.2509301435808,40.0834840035865,786,Aluminum,Davit,Cobra,HPS,250,SL038,1244328.826225,1007308.3,4,,1489,No,,Natural,,GE,No,,AERIAL,,
-88.2504929127009,40.0834877760993,787,Aluminum,Davit,Cobra,HPS,250,SL038,1244330.314275,1007430.642,4,,1490,No,,Natural,,GE,No,,AERIAL,,
-88.2499921320256,40.083480081279,788,Aluminum,Davit,Cobra,HPS,250,SL038,1244327.641825,1007571.233,4,,1491,No,,Natural,,GE,No,,AERIAL,,
-88.2494784800221,40.0834807499302,789,Aluminum,Davit,Cobra,HPS,250,SL038,1244328.02065,1007714.961,4,,1492,No,,Natural,,GE,No,,AERIAL,,
-88.2486870538295,40.0834208769026,790,Aluminum,Davit,Cobra,HPS,250,SL038,1244306.4197,1007938.287,4,,1493,No,,Natural,,GE,No,,AERIAL,,
-88.2361102402321,40.1114054931545,791,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254504.341225,1011444.934,3,,1495,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.235587068366,40.1115084409661,792,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254543.91339999,1011598.689,3,,1496,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2366305401838,40.1115005339771,793,Concrete,Pipe Arm,Cobra,HPS,150,SL086,1254541.2346,1011299.368,3,,1497,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2370755434855,40.1063154459609,794,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252649.825075,1011176.945475,3,,1512,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2369528257782,40.1061110558628,795,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252575.4063,1011211.352775,3,,1513,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2370107374163,40.1053550250124,796,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252299.97899999,1011195.451825,3,,1530,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2366459084842,40.1052277859261,797,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252253.73869999,1011297.5539,3,,1531,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2355877682016,40.1042236895837,798,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1251888.28619999,1011593.94485,3,,1532,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2348037236601,40.1054693520837,799,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252342.3027,1011812.762675,3,,1533,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2354739562765,40.1045740811281,800,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252015.9632,1011625.6408,3,,1536,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2354811213671,40.1052543155856,801,Concrete,Pipe Arm,Cobra,HPS,150,SL069,1252263.759425,1011623.363975,3,,1537,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2749733787686,40.1503935051625,802,Concrete,Pipe Arm,Cobra,HPS,250,SL002,1268697.589825,1000565.583,3,,1538,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2749616448567,40.1492977402666,803,Concrete,Pipe Arm,Cobra,HPS,250,SL002,1268298.41965,1000569.125,3,,1539,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2729929873233,40.1517295535271,804,Concrete,Pipe Arm,Cobra,HPS,250,SL002,1269184.664,1001118.852,3,,1540,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2601259258068,40.1191595732632,805,Cast Iron,Other,Globe,IND,55,SL008,1257327.0254,1004722.639,7,,1541,No,,Green,,QL,Yes,,AERIAL,,
-88.2595884710466,40.1191564439682,806,Cast Iron,Other,Globe,IND,55,SL008,1257325.01585,1004873.747,7,,1542,No,,Green,,QL,Yes,,AERIAL,,
-88.2590686385513,40.1191514555862,807,Cast Iron,Other,Globe,IND,55,SL008,1257326.219,1005013.01,7,,1543,No,,Green,,QL,Yes,,AERIAL,,
-88.2585535934427,40.1191466255713,808,Cast Iron,Other,Globe,IND,55,SL008,1257321.403,1005164.61,7,,1544,No,,Green,,QL,Yes,,AERIAL,,
-88.2582937264857,40.1192562273315,809,Cast Iron,Other,Globe,IND,55,SL008,1257373.508525,1005240.66,7,,1545,No,,Green,,QL,Yes,,AERIAL,,
-88.2593324122378,40.1192684317333,810,Cast Iron,Other,Globe,IND,55,SL008,1257367.728175,1004946.523,7,,1546,No,,Green,,QL,Yes,,AERIAL,,
-88.2598408420793,40.1192731325032,811,Cast Iron,Other,Globe,IND,55,SL008,1257366.197675,1004805.545,7,,1547,No,,Green,,QL,Yes,,AERIAL,,
-88.257782068057,40.1212562087401,812,Steel,Truss Arm,Cobra,HPS,150,SL020,1258086.914225,1005380.271,3,,1564,No,,Green,,GE,No,,AERIAL,,
-88.2586029023823,40.1213385377162,813,Steel,Truss Arm,Cobra,HPS,150,SL020,1258116.711475,1005150.691,3,,1566,No,,Green,,GE,No,,AERIAL,,
-88.2591554228973,40.1213357281168,814,Steel,Truss Arm,Cobra,HPS,150,SL020,1258115.558525,1004996.174,3,,1567,No,,Green,,GE,No,,AERIAL,,
-88.2725155372379,40.1149009972627,815,Cast Iron,Other,Globe,IND,55,SL010,1255772.664625,1001264.53265,7,,1571,No,,Green,,QL,Yes,,AERIAL,,
-88.2736162817841,40.1174781501025,816,Cast Iron,Other,Globe,IND,55,SL010,1256707.257775,1000953.001575,7,,1579,No,,Green,,QL,Yes,,AERIAL,,
-88.2321946709564,40.1102170311318,817,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,250/100,SL067,1254072.62469999,1012540.61185,8,,1582,No,,Black,Lumec,GE,Yes,,AERIAL,,11/1/18
-88.2579074296833,40.1072562778104,818,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252986.930675,1005349.538,3,,1583,No,,Natural,,GE,No,,AERIAL,,
-88.259067107946,40.1072820501646,819,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252996.04625,1005025.148,3,,1584,No,,Natural,,GE,No,,AERIAL,,
-88.2601901858504,40.1073378813089,820,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253016.12415,1004713.486,3,,1585,No,,Natural,,GE,No,,AERIAL,,
-88.2602576216609,40.1072903843452,821,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252998.80625,1004692.139,3,,1586,No,,Natural,,GE,No,,AERIAL,,
-88.2578635655926,40.1063505412144,822,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252656.9959,1005363.978,3,,1587,No,,Natural,,GE,No,,AERIAL,,
-88.2620000975787,40.1213742605551,823,Steel,Truss Arm,Cobra,HPS,150,SL020,1258128.94425,1004200.623,3,,1588,No,,Green,,GE,No,,AERIAL,,
-88.2579807629339,40.1100663212414,824,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254019.8551,1005331.54335,,,1589,No,,,,GE,No,,AERIAL,,
-88.26075534974,40.1072786595303,825,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252994.42105,1004552.919,3,,1590,No,,Natural,,GE,No,,AERIAL,,
-88.2613285216833,40.1073013770997,826,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253002.56665,1004392.586,3,,1591,No,,Natural,,GE,No,,AERIAL,,
-88.2618364227195,40.1073060777736,827,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253004.1642,1004250.516,3,,1592,No,,Natural,,GE,No,,AERIAL,,
-88.2620470669632,40.1080523219371,828,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253275.649,1004194.607,3,,1593,No,,Natural,,GE,No,,AERIAL,,
-88.2626256538905,40.1081104454152,829,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253297.83935,1004033.22,3,,1594,No,,Natural,,GE,No,,AERIAL,,
-88.2625715754954,40.1082740830787,830,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253356.6286,1004046.743,3,,1595,No,,Natural,,GE,No,,AERIAL,,
-88.2614654427495,40.1081004594003,831,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253295.50335,1004353.843,3,,1596,No,,Natural,,GE,No,,AERIAL,,
-88.2608514563839,40.1080947279926,832,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253292.30495,1004529.901,3,,1597,No,,Natural,,GE,No,,AERIAL,,
-88.2602034255599,40.1082240990021,833,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253342.3934,1004712.047,3,,1598,No,,Natural,,GE,No,,AERIAL,,
-88.2602063663227,40.108682825473,834,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253506.0618,1004706.058,3,,1599,No,,Natural,,GE,No,,AERIAL,,
-88.2602494841017,40.1080958474673,835,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253292.2254,1004694.173,3,,1600,No,,Natural,,GE,No,,AERIAL,,
-88.2595885883996,40.1080842319952,836,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253289.44875,1004879.872,3,,1601,No,,Natural,,GE,No,,AERIAL,,
-88.2590698792248,40.1080804908125,837,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253285.3767,1005023.296,3,,1602,No,,Natural,,GE,No,,AERIAL,,
-88.258486592031,40.1080738533136,838,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253284.62345,1005187.285225,3,,1603,No,,Natural,,GE,No,,AERIAL,,
-88.2579011601685,40.1080603955461,839,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253282.3244,1005355.001,3,,1604,No,,Natural,,GE,No,,AERIAL,,
-88.2596481505753,40.1089746382073,840,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253614.732975,1004869.61,3,,1605,No,,Natural,,GE,No,,AERIAL,,
-88.2603346628275,40.1089684335009,841,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1253611.50737499,1004673.082,3,,1606,No,,Natural,,GE,No,,AERIAL,,
-88.2596387867764,40.1072629635889,842,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252988.960125,1004865.434,3,,1607,No,,Natural,,GE,No,,AERIAL,,
-88.2626047699703,40.111651571674,843,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254587.958125,1004034.407,3,,1608,No,,Natural,,GE,No,,AERIAL,,
-88.2626059664082,40.1112325827018,844,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254434.3548,1004034.124,3,,1609,No,,Natural,,GE,No,,AERIAL,,
-88.2626604153516,40.110138528335,845,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254037.775025,1004012.255,3,,1610,No,,Natural,,GE,No,,AERIAL,,
-88.2625920389189,40.1099323424678,846,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253958.270675,1004037.355,3,,1611,No,,Natural,,GE,No,,AERIAL,,
-88.2625938623044,40.1094675218284,847,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253793.78027499,1004035.976,3,,1612,No,,Natural,,GE,No,,AERIAL,,
-88.2620474702635,40.1101345439081,848,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254035.82692499,1004190.830375,3,,1613,No,,Natural,,GE,No,,AERIAL,,
-88.2590868464373,40.1101067774375,849,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254026.302825,1005018.159925,3,,1614,No,,Natural,,GE,No,,AERIAL,,
-88.2596717987815,40.1101136768581,850,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254027.41452499,1004855.8542,3,,1615,No,,Natural,,GE,No,,AERIAL,,
-88.2601968318026,40.1095105239556,851,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253807.58135,1004708.477125,3,,1616,No,,Natural,,GE,No,,AERIAL,,
-88.2602031051806,40.1098835921539,852,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253943.482475,1004706.6108,3,,1617,No,,Natural,,GE,No,,AERIAL,,
-88.2612793327608,40.1120362438294,853,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254727.4136,1004404.947825,3,,1618,No,,Natural,,GE,No,,AERIAL,,
-88.2614612067165,40.1101293119217,854,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254033.81885,1004354.9866,3,,1619,No,,Natural,,GE,No,,AERIAL,,
-88.260867070673,40.1101160402663,855,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254028.007675,1004520.827,3,,1620,No,,Natural,,GE,No,,AERIAL,,
-88.2602731471044,40.1101203684185,856,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254029.7203,1004686.9488,3,,1621,No,,Natural,,GE,No,,AERIAL,,
-88.2612558356835,40.1098801686106,857,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253938.453425,1004407.236,3,,1622,No,,Natural,,GE,No,,AERIAL,,
-88.2612496767237,40.1095110443774,858,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253806.8796,1004407.514,3,,1623,No,,Natural,,GE,No,,AERIAL,,
-88.2626007467407,40.1102801836842,859,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254087.41215,1004035.86,3,,1624,No,,Natural,,GE,No,,AERIAL,,
-88.2637816617639,40.1090738338838,860,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253649.17345,1003706.0698,3,,1625,No,,Natural,,GE,No,,AERIAL,,
-88.2637834739274,40.1094089955216,861,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253774.91294999,1003703.298,3,,1626,No,,Natural,,GE,No,,AERIAL,,
-88.2637856909038,40.1098154346744,862,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253919.724975,1003704.766425,3,,1627,No,,Natural,,GE,No,,AERIAL,,
-88.2394466641105,40.1158510703493,863,Cast Aluminum,Other,Globe,HPS,100,SL060,1256123.97295,1010510.572,1,,1628,Yes,,Black,,GE,Yes,,GPS,,
-88.2399035664112,40.1159636927331,864,Cast Aluminum,Other,Globe,HPS,100,SL060,1256165.783175,1010381.878,1,,1629,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2612459290001,40.1090956312745,865,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253663.33835,1004415.627825,3,,1630,No,,Natural,,GE,No,,AERIAL,,
-88.2625897938574,40.1090832053636,866,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253659.447475,1004038.4894,3,,1631,No,,Natural,,GE,No,,AERIAL,,
-88.2625988136096,40.1107456571445,867,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254256.977075,1004036.266025,3,,1632,No,,Natural,,GE,No,,AERIAL,,
