X,Y,OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate
-88.238844122921,40.1177230959604,523,Cast Aluminum,Other,Globe,HPS,100,SL087,1256804.9203,1010677.821,1,,917,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2388468001964,40.1182763433436,524,Cast Aluminum,Other,Globe,HPS,100,SL087,1257006.11167499,1010678.525,1,,918,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2386724977816,40.119093326238,525,Aluminum,Truss Arm,Cobra,HPS,250,SL087,1257304.124925,1010725.289,6,,919,No,,Black,,GE,No,,AERIAL,,
-88.2386740789803,40.1187296655358,526,Aluminum,Truss Arm,Cobra,HPS,250,SL087,1257171.648375,1010724.988,6,,920,No,,Black,,GE,No,,AERIAL,,
-88.2386791525122,40.118392210417,527,Aluminum,Truss Arm,Cobra,HPS,250,SL087,1257049.0426,1010725.978,6,,921,No,,Black,,GE,No,,AERIAL,,
-88.2386588485381,40.1166750225948,528,Cast Aluminum,Other,Globe,HPS,100,SL087,1256423.1785,1010730.0441,1,,922,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2411121125631,40.1198083597365,529,Aluminum,Davit,Cobra,HPS,250,SL057,1257565.511025,1010040.811,,,923,Yes,,Natural,,GE,No,,AERIAL,,
-88.2774058330256,40.1406287832235,530,Aluminum,Pipe Arm,Cobra,HPS,250,SL005,1265139.999675,999890.89,,,924,No,,Natural,,GE,No,,AERIAL,,
-88.2704059042175,40.1194580231068,533,Cast Iron,Other,Globe,IND,55,SL007,1257429.11375,1001845.615,7,,927,No,,Green,,QL,Yes,,AERIAL,,
-88.2703918588686,40.1186254760171,534,Cast Iron,Other,Globe,IND,55,SL007,1257125.83244999,1001847.785,7,,928,No,,Green,,QL,Yes,,AERIAL,,
-88.2621832781242,40.113602628142,535,Cast Iron,Other,Globe,IND,55,SL009,1255296.429875,1004154.959,7,,929,No,,Green,,QL,Yes,,AERIAL,,
-88.2616628645979,40.1135956426597,536,Cast Iron,Other,Globe,IND,55,SL009,1255293.55065,1004306.974,7,,930,No,,Green,,QL,Yes,,AERIAL,,
-88.2299210211436,40.110355514676,537,Cast Aluminum,Other,Teardrop,HPS,250/100,SL099,1254125.02609999,1013182.773,8,,934,Yes,,Black,Lumec,GE,Yes,,AERIAL,,
-88.2386747786747,40.1181988446873,539,Aluminum,Combo,Cobra,HPS,250/100,SL087,1256975.45715,1010723.218,6,,937,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2386745618728,40.1179931050734,540,Cast Aluminum,Other,Globe,HPS,100,SL087,1256908.4522,1010723.706,1,,938,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2716028373155,40.1145393414301,541,Cast Iron,Other,Globe,IND,55,SL010,1255637.080175,1001516.855525,7,,944,No,,Green,,QL,Yes,,AERIAL,,
-88.2725958668686,40.1174685628045,542,Cast Iron,Other,Globe,IND,55,SL010,1256704.132075,1001238.6494,7,,951,No,,Green,,QL,Yes,,AERIAL,,
-88.272557596503,40.117904259285,543,Cast Iron,Other,Globe,IND,55,SL010,1256862.2142,1001248.722925,7,,952,No,,Green,,QL,Yes,,AERIAL,,
-88.2320295458702,40.1123827178919,544,Concrete,Pipe Arm,Cobra,HPS,150,SL065,1254861.602575,1012585.899625,3,,975,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2321375764101,40.1119927372988,545,Concrete,Pipe Arm,Cobra,HPS,150,SL065,1254719.504375,1012555.845375,3,,976,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2320087119352,40.111591679038,546,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,100,SL065,1254571.93584999,1012590.283975,8,,977,No,,Natural,Sternberg,GE Evolve,No,,AERIAL,,
-88.2316993946838,40.1115561287496,547,Cast Aluminum,Other,Teardrop,HPS,100,SL065,1254557.0138,1012675.0051,2,,978,No,,Black,Sternberg,GE Evolve,Yes,,AERIAL,,
-88.2305942745142,40.1115528364429,548,Cast Aluminum,Other,Cobra/Teardrop,HPS,100,SL065,1254563.873875,1012987.1461,8,,979,No,,Black,Sternberg,GE Evolve,Yes,,AERIAL,,
-88.2301741842079,40.1114619700569,549,Concrete,Pipe Arm,Cobra,HPS,150,SL099,1254526.7854,1013105.2262,3,,980,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2298128392347,40.1115597986668,550,Concrete,Pipe Arm,Cobra,HPS,150,SL065,1254562.540175,1013206.25295,3,,981,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.229480952173,40.111466763309,551,Concrete,Pipe Arm,Cobra,HPS,150,SL099,1254528.75695,1013299.121025,3,,982,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2321260897143,40.1112659742774,553,Concrete,Pipe Arm,Cobra,HPS,150,SL065,1254454.759725,1012559.35955,3,,984,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2324672277183,40.1115373167471,554,Cast Aluminum,Other,Teardrop,HPS,100,SL065,1254558.5412,1012458.445275,2,2013/01/01 06:00:00+00,986,No,,Black,Sternberg,GE Evolve,Yes,,AERIAL,,
-88.2333937908587,40.1114127277315,555,Cast Aluminum,Combo,Teardrop/Teardrop,HPS,100,SL065,1254514.06879999,1012205.633925,8,2013/01/01 06:00:00+00,987,No,,Black,Sternberg,GE Evolve,Yes,,AERIAL,,
-88.2346711914006,40.1115129357766,556,Fiberglass,Pipe Arm,Cobra,HPS,150,SL065,1254543.92415,1011847.392925,3,,988,No,,Other,,GE,No,,AERIAL,,
-88.2351298787371,40.1114173811116,557,Concrete,Pipe Arm,Cobra,HPS,150,SL065,1254508.9731,1011719.1365,3,,989,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2291364698553,40.1144987303206,562,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,1255633.3675,1013394.1786,8,2018/09/01 05:00:00+00,994,Yes,123A1,Black,Sternberg,LED,Yes,,GPS,,
-88.264863399332,40.109865926385,563,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253938.665725,1003406.956,3,,1041,No,,Natural,,GE,No,,AERIAL,,
-88.264856829297,40.1090638237175,564,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253645.263225,1003402.721,3,,1042,No,,Natural,,GE,No,,AERIAL,,
-88.2656772865397,40.111732679282,565,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254616.0197,1003176.393125,3,,1043,No,,Natural,,GE,No,,AERIAL,,
-88.2661697557043,40.1107945730602,566,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254282.96292499,1003037.404725,,,1044,No,,,,GE,No,,AERIAL,,
-88.2661661829087,40.1098858283841,567,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253944.752425,1003037.726825,,,1045,No,,,,GE,No,,AERIAL,,
-88.2662194780432,40.1101822802869,568,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254052.629625,1003024.075,,,1046,No,,,,GE,No,,AERIAL,,
-88.2418530807178,40.1198501157765,569,Aluminum,Davit,Cobra,HPS,250,SL054,1257578.88062499,1009835.496,,,1047,No,2/4,Natural,,GE,No,,AERIAL,,
-88.241397146358,40.1198524656327,570,Aluminum,Davit,Cobra,HPS,250,SL054,1257578.7396,1009958.827,,,1048,No,2/4,Natural,,GE,No,,AERIAL,,
-88.241525219041,40.1192758816349,571,Aluminum,Davit,Cobra,HPS,250,SL054,1257368.401475,1009923.723,,,1049,No,6/8,Natural,,GE,No,,AERIAL,,
-88.2416906915166,40.1188838405478,572,Aluminum,Davit,Cobra,HPS,250,SL054,1257226.04257499,1009877.679,,,1050,Yes,6/8,Natural,,GE,No,,AERIAL,,
-88.2421736256231,40.1178773565398,573,Aluminum,Pipe Arm,Cobra,HPS,250,SL054,1256860.180975,1009743.068,4,,1051,Yes,22/24,Natural,,GE,No,,AERIAL,,10/12/18
-88.242384639054,40.1179391782508,574,Cast Aluminum,Other,Cobra,HPS,250,SL054,1256881.04065,1009684.771,1,,1052,Yes,22/24,Black,,GE,Yes,,AERIAL,,
-88.2425172212769,40.1179663109131,575,Cast Aluminum,Other,Cobra,HPS,250,SL054,1256892.44915,1009633.438,1,,1053,Yes,22/24,Black,,GE,Yes,,AERIAL,,
-88.2426943041933,40.1180099362605,576,Cast Aluminum,Other,Cobra,HPS,250,SL054,1256908.29065,1009597.445,1,,1054,Yes,22/24,Black,,GE,Yes,,AERIAL,,
-88.2426769649382,40.1181387029119,577,Cast Aluminum,Other,Cobra,HPS,250,SL054,1256955.203425,1009570.741,1,,1055,Yes,5/7,Black,,GE,Yes,,AERIAL,,
-88.2426255886289,40.1182617896891,578,Cast Aluminum,Other,Cobra,HPS,250,SL054,1257000.0565,1009573.663,1,,1056,Yes,5/7,Black,,GE,Yes,,AERIAL,,
-88.24386252434,40.117261698314,579,Aluminum,Pipe Arm,Cobra,HPS,250,SL033,1256631.41265,1009273.044,,,1057,No,,Natural,,GE,No,,AERIAL,,
-88.2437348694594,40.1172608178889,580,Cast Aluminum,Other,Globe,IND,85,SL033,1256632.742575,1009306.563,1,,1058,Yes,,Black,,QL,Yes,,AERIAL,,
-88.2435849737228,40.1172209680983,581,Cast Aluminum,Other,Globe,IND,85,SL033,1256622.408625,1009350.506,1,,1059,Yes,,Black,,QL,Yes,,AERIAL,,
-88.2435704600595,40.1171141302214,582,Aluminum,Pipe Arm,Cobra,HPS,250,SL033,1256580.255575,1009354.0224,,,1060,No,,Natural,,GE,No,,AERIAL,,
-88.24169322946,40.1194558404394,583,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257435.298175,1009877.565,4,,1077,Yes,2/4,Black,,GE,No,,AERIAL,,
-88.2418748746367,40.1195019608639,584,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257452.046875,1009826.614,4,,1078,Yes,1/3,Black,,GE,No,,AERIAL,,
-88.2638554202092,40.1117134612636,585,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254609.255475,1003684.5141,3,,1093,No,,Natural,,GE,No,,AERIAL,,
-88.263837934037,40.1101499429641,586,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254042.67242499,1003689.66775,3,,1094,No,,Natural,,GE,No,,AERIAL,,
-88.2632449357745,40.1101451743835,587,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254039.12927499,1003855.229875,3,,1095,No,,Natural,,GE,No,,AERIAL,,
-88.2648713788349,40.112503002019,588,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254896.8954,1003400.095225,3,,1096,No,,Natural,,GE,No,,AERIAL,,
-88.2648703342529,40.1116753486491,589,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254595.151575,1003400.654425,3,,1097,No,,Natural,,GE,No,,AERIAL,,
-88.2419775368865,40.1192529653781,590,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257361.31195,1009797.319,4,,1098,Yes,1/3,Black,,GE,No,,AERIAL,,
-88.2417963798476,40.1192080712476,591,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257345.009875,1009848.098,4,,1099,Yes,2/4,Black,,GE,No,,AERIAL,,
-88.2418910880544,40.1189784815851,592,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257261.34675,1009821.852,4,,1100,Yes,2/4,Black,,GE,No,,AERIAL,,
-88.2420748447412,40.1190220672098,593,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257277.1714,1009770.921,4,,1101,Yes,1/3,Black,,GE,No,,AERIAL,,
-88.2421637441564,40.1187947630258,594,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257193.257475,1009743.538,4,,1102,Yes,1/3,Black,,GE,No,,AERIAL,,
-88.2419825410132,40.1187474428663,595,Aluminum,Truss Arm,Cobra,HPS,250,SL054,1257176.28865,1009796.018,4,,1103,Yes,2/4,Black,,GE,No,,AERIAL,,
-88.2425258289883,40.1185046061867,596,Cast Aluminum,Other,Cobra,HPS,250,SL054,1257088.539225,1009650.607,1,,1104,Yes,5/7,Black,,GE,Yes,,AERIAL,,
-88.2436074197865,40.1169020942963,597,Cast Aluminum,Other,Globe,IND,85,SL033,1256503.16005,1009343.997975,1,,1105,Yes,,Black,,QL,Yes,,AERIAL,,
-88.2423980133502,40.1204561305606,598,Aluminum,Pipe Arm,Cobra,HPS,100,SL052,1257798.271225,1009682.881,,,1106,No,,,,GE,No,,AERIAL,,
-88.2437129614584,40.1220864590648,599,Steel,Truss Arm,Cobra,HPS,150,SL021,1258397.465075,1009314.964,3,,1107,No,,Green,,GE,No,,AERIAL,,
-88.2442076395339,40.1220856573761,600,Steel,Truss Arm,Cobra,HPS,150,SL021,1258395.1893,1009180.337,3,,1108,No,,Green,,GE,No,,AERIAL,,
-88.2447264038449,40.12208938773,601,Steel,Truss Arm,Cobra,HPS,150,SL021,1258393.85145,1009024.866,3,,1109,No,,Green,,GE,No,,AERIAL,,
-88.2648689453986,40.1107535363944,602,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254261.381875,1003402.99415,3,,1110,No,,Natural,,GE,No,,AERIAL,,
-88.2602655845203,40.1139628098927,603,Cast Iron,Other,Globe,IND,55,SL009,1255432.82795,1004687.939,7,,1111,No,,Green,,QL,Yes,,AERIAL,,
-88.2405092906225,40.1149134032976,604,Aluminum,Truss Arm,Cobra,HPS,250,SL058,1255780.9026,1010213.1849,4,,1112,No,,Black,,GE,No,,AERIAL,,
-88.2404598774656,40.1159558886382,605,Other,Wall Pack,Other,HPS,150,SL058,1256160.67812499,1010226.60825,7,,1113,No,,Other,,GE,No,,AERIAL,,
-88.2436052953412,40.1166986020212,606,Aluminum,Pipe Arm,Cobra,HPS,250,SL033,1256430.61144999,1009341.535,,,1114,No,,Natural,,GE,No,,AERIAL,,
-88.2388293707913,40.1157676271211,607,Cast Aluminum,Other,Globe,IND,85,SL060,1256092.577675,1010684.223,1,,1115,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18
-88.2388225196186,40.1154510835961,608,Cast Aluminum,Other,Globe,IND,85,SL060,1255977.268075,1010684.743,1,,1116,Yes,,Black,,GE,Yes,,AERIAL,,11/1/18
-88.2390031698915,40.1157429025639,609,Cast Aluminum,Other,Globe,HPS,100,SL060,1256084.107575,1010637.832,1,,1117,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2392438268015,40.1158001816865,610,Cast Aluminum,Other,Globe,HPS,100,SL060,1256105.969325,1010573.709,1,,1118,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2434383354474,40.1154967506558,612,Cast Aluminum,Other,Globe,HPS,100,SL033,1255991.523425,1009392.6291,1,,1120,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2434335405762,40.1158553278182,613,Cast Aluminum,Other,Globe,HPS,100,SL033,1256122.09694999,1009393.924875,1,,1121,Yes,,Black,,GE,Yes,,AERIAL,,
-88.243435547603,40.1160282114175,614,Cast Aluminum,Davit,Globe,HPS,100,SL033,1256189.42385,1009398.248,1,,1122,Yes,,Black,,GE,Yes,,AERIAL,,
-88.2422378528411,40.115738176997,615,Aluminum,Davit,Cobra,HPS,250,SL028,1256080.854775,1009728.394,4,,1125,No,,Natural,,GE,No,,AERIAL,,
-88.2427512000892,40.1139786522138,616,Aluminum,Davit,Cobra,HPS,250,SL034,1255439.740925,1009586.501,4,,1126,No,,Natural,,GE,No,,AERIAL,,
-88.2406870855463,40.1160074728375,617,Other,Wall Pack,Other,HPS,150,SL058,1256179.402875,1010163.0428,7,,1129,No,,Other,N/A,GE,No,,AERIAL,,
-88.2404033112698,40.1160938153037,618,Other,Wall Pack,Other,HPS,150,SL058,1256210.9392,1010242.37645,7,,1130,No,,Other,N/A,GE,No,,AERIAL,,
-88.240616741461,40.1161407134436,619,Other,Wall Pack,Other,HPS,150,SL058,1256229.17112499,1010177.82545,7,,1133,No,,Other,N/A,GE,No,,AERIAL,,
-88.2405721922809,40.1162579444549,620,Other,Wall Pack,Other,HPS,150,SL058,1256267.113325,1010185.70955,7,,1135,No,,Other,N/A,GE,No,,AERIAL,,
-88.2404843858096,40.1162580731353,621,Other,Wall Pack,Other,HPS,150,SL058,1256266.6206,1010211.8256,7,,1136,No,,Other,N/A,GE,No,,AERIAL,,
-88.2404102608285,40.1162581812047,622,Other,Wall Pack,Other,HPS,150,SL058,1256267.113325,1010237.941625,7,,1137,No,,Other,N/A,GE,No,,AERIAL,,
-88.2403546790152,40.116241540795,623,Other,Wall Pack,Other,HPS,150,SL058,1256266.620525,1010260.608375,7,,1138,No,,Other,N/A,GE,No,,AERIAL,,
-88.2402903393826,40.1164209592202,624,Other,Wall Pack,Other,HPS,150,SL058,1256324.765675,1010278.8403,7,,1139,No,,Other,N/A,GE,No,,AERIAL,,
-88.2403632762199,40.1164208529757,625,Other,Wall Pack,Other,HPS,150,SL058,1256325.75122499,1010255.188075,7,,1140,No,,Other,N/A,GE,No,,AERIAL,,
-88.2404381849887,40.1164207437638,626,Other,Wall Pack,Other,HPS,150,SL058,1256325.258475,1010230.550325,7,,1141,No,,Other,N/A,GE,No,,AERIAL,,
-88.2405282744651,40.1164206115442,627,Other,Wall Pack,Other,HPS,150,SL058,1256323.7802,1010207.883575,7,,1142,No,,Other,N/A,GE,No,,AERIAL,,
-88.2321089086009,40.1083306829822,628,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253385.485775,1012565.3823,3,,1143,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2329664656021,40.1091285367611,629,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253675.859175,1012325.184575,3,,1144,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2319636148329,40.1098474350229,630,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253938.06039999,1012605.3929,3,,1145,No,,Natural,Unknown,GE,No,,AERIAL,,
-88.2316587394394,40.1102245612679,631,Cast Aluminum,Other,Teardrop,HPS,250/100,SL067,1254075.5388,1012690.51135,2,,1146,Yes,,Black,Lumec,GE,Yes,,AERIAL,,
-88.2299988066335,40.1090313660126,633,Aluminum,Other,Cobra,HPS/Induction,250/100,SL067,1253641.412075,1013155.3083,1,,1148,No,,Black,,GE,No,,AERIAL,,
-88.2433436580066,40.109331946795,634,Aluminum,Davit,Cobra,HPS,250,SL080,1253746.85195,1009422.51,,,1149,No,,,,GE,No,,AERIAL,,
-88.24335021323,40.1090634106223,635,Aluminum,Davit,Cobra,HPS,250,SL080,1253649.0266,1009420.775,,,1150,No,,,,GE,No,,AERIAL,,
-88.2435868840131,40.1093352867998,636,Aluminum,Davit,Cobra,HPS,250,SL080,1253752.93014999,1009353.695,,,1151,No,,,,GE,No,,AERIAL,,
-88.2435883120041,40.1097659669286,637,Aluminum,Davit,Cobra,HPS,250,SL080,1253906.746875,1009353.172,,,1152,No,,,,GE,No,,AERIAL,,
-88.2440958033762,40.1100846445036,638,Aluminum,Davit,Cobra,HPS,250,SL080,1254024.064875,1009211.54,,,1153,No,,,,GE,No,,AERIAL,,
-88.244527018465,40.1102713296974,639,Aluminum,Davit,Cobra,HPS,250,SL080,1254088.721075,1009086.494,,,1154,No,,,,GE,No,,AERIAL,,
-88.2580142925093,40.1054493127045,643,Cast Aluminum,Other,Globe,HPS,100,SL084,1252328.6574,1005317.539,1,,1158,No,,Green,,GE,Yes,,AERIAL,,
-88.2589938503393,40.105468510137,644,Cast Aluminum,Other,Globe,HPS,100,SL084,1252335.42015,1005046.191,1,,1159,No,,Green,,GE,Yes,,AERIAL,,
-88.2593167885334,40.1054677046471,645,Cast Aluminum,Other,Globe,HPS,100,SL084,1252335.05145,1004958.725,1,,1160,No,,Green,,GE,Yes,,AERIAL,,
-88.2596191843303,40.105465250549,646,Cast Aluminum,Other,Globe,HPS,100,SL084,1252334.08715,1004871.271,1,,1161,No,,Green,,GE,Yes,,AERIAL,,
-88.2599774507462,40.1054688868679,647,Cast Aluminum,Other,Globe,HPS,100,SL084,1252335.328875,1004772.604,1,,1162,No,,Green,,GE,Yes,,AERIAL,,
-88.2601697504842,40.1055081524026,648,Cast Aluminum,Other,Globe,HPS,100,SL084,1252349.58865,1004711.581,1,,1163,No,,Green,,GE,Yes,,AERIAL,,
-88.2604130577776,40.105471726908,649,Cast Aluminum,Other,Globe,HPS,100,SL084,1252336.263275,1004649.203,1,,1164,No,,Green,,GE,Yes,,AERIAL,,
-88.2607821043315,40.105481877249,650,Cast Aluminum,Other,Globe,HPS,100,SL084,1252339.87665,1004545.969,1,,1165,No,,Green,,GE,Yes,,AERIAL,,
-88.2611571561791,40.1054775670033,651,Cast Aluminum,Other,Globe,HPS,100,SL084,1252338.221225,1004441.059,1,,1166,No,,Green,,GE,Yes,,AERIAL,,
-88.2615466834861,40.1054857048626,652,Cast Aluminum,Other,Globe,HPS,100,SL084,1252341.097525,1004332.096,1,,1167,No,,Green,,GE,Yes,,AERIAL,,
-88.2618927692211,40.1054920890268,653,Cast Aluminum,Other,Globe,HPS,100,SL084,1252343.34519999,1004235.286,1,,1168,No,,Green,,GE,Yes,,AERIAL,,
-88.2621095377375,40.1063792201927,654,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252666.4638,1004174.392,3,,1169,No,,Natural,,GE,No,,AERIAL,,
-88.2620212215589,40.1064326243022,655,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252685.937975,1004199.08,3,,1170,No,,Natural,,GE,No,,AERIAL,,
-88.2620322827848,40.1068486400906,656,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252837.48325,1004195.864,3,,1171,No,,Natural,,GE,No,,AERIAL,,
-88.2614336363211,40.1063716408248,657,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252672.46602499,1004368.874,3,,1172,No,,Natural,,GE,No,,AERIAL,,
-88.2302743454561,40.1084121514669,658,Aluminum,Other,Other,HPS,100,SL071,1253417.940325,1013082.04,,,1180,No,,Natural,,GE,No,,AERIAL,,
-88.2302665462471,40.1080867854775,659,Aluminum,Other,Other,HPS,100,SL071,1253293.06282499,1013078.38,,,1181,No,,Natural,,GE,No,,AERIAL,,
-88.2299897944186,40.1080388417573,660,Aluminum,Other,Other,HPS,100,SL071,1253280.288125,1013160.594,,,1182,No,,Natural,,GE,No,,AERIAL,,
-88.2294934300168,40.1080406953196,661,Aluminum,Other,Other,HPS,100,SL071,1253280.69145,1013297.088,,,1183,No,,Natural,,GE,No,,AERIAL,,
-88.2304466867481,40.1082843095975,662,Aluminum,Other,Other,HPS,100,SL071,1253364.751025,1013025.218,,,1184,No,,Natural,,GE,No,,AERIAL,,
-88.2505723280994,40.1134322769339,663,Cast Iron,Other,Globe,IND,55,SL030,1255238.572725,1007399.198,7,,1187,No,,Green,,QL,Yes,,AERIAL,,
-88.2501854317547,40.113240724248,664,Cast Iron,Other,Globe,IND,55,SL030,1255168.894125,1007505.783,7,,1188,No,,Green,,QL,Yes,,AERIAL,,
-88.250020165018,40.1130424194031,665,Cast Iron,Other,Globe,IND,55,SL030,1255103.98995,1007552.812,7,,1189,No,,Green,,QL,Yes,,AERIAL,,
-88.2608323343323,40.1063666512013,666,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252663.6497,1004520.197,3,,1190,No,,Natural,,GE,No,,AERIAL,,
-88.2602484906856,40.1063608435994,667,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252663.785775,1004694.71,3,,1191,No,,Natural,,GE,No,,AERIAL,,
-88.2601804639705,40.1064122579149,668,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252680.9333,1004716.135,3,,1192,No,,Natural,,GE,No,,AERIAL,,
-88.260187194555,40.1068662478307,669,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252844.594475,1004711.132,3,,1193,No,,Natural,,GE,No,,AERIAL,,
-88.259035365552,40.1063590937116,670,Aluminum,Truss Arm,Cobra,HPS,70,SL084,1252659.835625,1005034.308,3,,1194,No,,Natural,,GE,No,,AERIAL,,
-88.2551054668365,40.121231542439,671,Steel,Truss Arm,Cobra,HPS,150,SL020,1258078.576175,1006128.816,3,,1209,No,,Green,,GE,No,,AERIAL,,
-88.2556491185846,40.1212340527516,672,Steel,Truss Arm,Cobra,HPS,150,SL020,1258079.3573,1005976.232,3,,1210,No,,Green,,GE,No,,AERIAL,,
-88.2561738447815,40.1212368451112,673,Steel,Truss Arm,Cobra,HPS,150,SL020,1258080.24682499,1005830.032,3,,1211,No,,Green,,GE,No,,AERIAL,,
-88.2472289128809,40.1202368896496,674,Cast Iron,Other,Globe,IND,55,SL029,1257719.94154999,1008342.705,7,,1229,No,,Green,,QL,Yes,,AERIAL,,
-88.2478200132975,40.1202355650707,675,Cast Iron,Other,Globe,IND,55,SL029,1257717.980025,1008165.607,7,,1230,No,,Green,,QL,Yes,,AERIAL,,
-88.245875034775,40.1220841788958,676,Steel,Truss Arm,Cobra,HPS,150,SL021,1258388.80575,1008707.393,3,,1231,No,,Green,,GE,No,,AERIAL,,
-88.248085212802,40.122084435342,677,Steel,Truss Arm,Cobra,HPS,150,SL021,1258392.396225,1008094.511,3,,1232,No,,Green,,GE,No,,AERIAL,,
-88.2497137097529,40.122089295304,678,Steel,Truss Arm,Cobra,HPS,150,SL021,1258395.60915,1007639.228,3,,1233,No,,Green,,GE,No,,AERIAL,,
-88.2517538445952,40.1219728010652,679,Aluminum,Davit,Cobra,HPS,150,SL021,1258349.447675,1007065.883,4,,1234,No,,Natural,,GE,No,,AERIAL,,
-88.2519329470896,40.1220945490678,680,Steel,Truss Arm,Cobra,HPS,150,SL021,1258393.7525,1007015.755,3,,1235,No,,Green,,GE,No,,AERIAL,,
-88.2524735952088,40.1220941181323,681,Steel,Truss Arm,Cobra,HPS,150,SL021,1258393.4576,1006864.559,3,,1236,No,,Green,,GE,No,,AERIAL,,
-88.2550804331514,40.12195383276,682,Aluminum,Davit,Cobra,HPS,150,SL021,1258341.701675,1006135.586,4,,1237,No,,Natural,,GE,No,,AERIAL,,
-88.2550579143493,40.1203271743374,683,Aluminum,Davit,Cobra,HPS,150,SL021,1257749.140525,1006142.405,4,,1238,No,,Natural,,GE,No,,AERIAL,,
-88.2566698020515,40.1221168386225,684,Steel,Truss Arm,Cobra,HPS,150,SL021,1258400.69485,1005691.0565,3,,1239,No,,Green,,GE,No,,AERIAL,,
-88.2488971294474,40.1202376450334,685,Cast Iron,Other,Globe,IND,55,SL029,1257720.428975,1007869.55,7,,1240,No,,Green,,QL,Yes,,AERIAL,,
-88.2494444644422,40.1202395648233,686,Cast Iron,Other,Globe,IND,55,SL029,1257719.316975,1007715.195,7,,1241,No,,Green,,QL,Yes,,AERIAL,,
-88.257304041056,40.1212441382824,687,Steel,Truss Arm,Cobra,HPS,150,SL020,1258082.631225,1005514.505,3,,1243,No,,Green,,GE,No,,AERIAL,,
-88.2484320275152,40.1208866339306,688,Aluminum,Davit,Cobra,HPS,150,SL020,1257954.6432,1007992.682,4,,1244,No,,Natural,,GE,No,,AERIAL,,
-88.2474147091146,40.1212257754261,689,Steel,Truss Arm,Cobra,HPS,150,SL020,1258078.46072499,1008281.071,3,,1245,No,,Green,,GE,No,,AERIAL,,
-88.2434156449684,40.1148724868345,691,Aluminum,Pipe Arm,Cobra,HPS,250,SL028,1255767.31455,1009401.041,4,,1249,No,,Natural,,GE,No,,AERIAL,,
-88.243321727997,40.1149879531963,692,Aluminum,Pipe Arm,Cobra,HPS,250,SL028,1255807.251325,1009426.558,4,,1250,No,,Natural,,GE,No,,AERIAL,,
-88.2551442468586,40.0837154322551,693,Aluminum,Davit,Cobra,HPS,250,SL038,1244412.0675,1006129.985,4,,1251,No,,Natural,,GE,No,,AERIAL,,
